text,zone_id,parameter,direction,intensity,source
it's been a bit humid in the bedroom all day,zone_bedroom,humidity,decrease,mild,template_train
"please fix teh work room, it's completely airless",zone_office,airflow,increase,strong,template_train
"can you do something about the dining room, it's a touch stuffy and warm",zone_common,temperature,decrease,mild,template_train
its not enough air moving in here,UNSPECIFIED,airflow,increase,moderate,template_train
"can you do something about the work room, it's way too cold",zone_office,temperature,increase,strong,template_train
it's been freezing in the living room all day,zone_living,temperature,increase,strong,template_train
work room is a bit chilly,zone_office,temperature,increase,mild,template_train
study room is a touch cold,zone_office,temperature,increase,mild,template_train
it's been suffocating in the living room all day,zone_living,airflow,increase,strong,template_train
it's been really dry in the sitting room all day,zone_living,humidity,increase,moderate,template_train
"please fix the bathroom, it's sticky",zone_bathroom,humidity,decrease,moderate,template_train
slightly stale in the bedroom again,zone_bedroom,airflow,increase,mild,template_train
the lobby is slightly dry,zone_common,humidity,increase,mild,template_train
the my son's room is swampy,zone_bedroom,humidity,decrease,strong,template_train
game room is slightly breezy,zone_living,airflow,decrease,mild,template_train
teh work room is boiling,zone_office,temperature,decrease,strong,template_train
the bed room is slightly dry,zone_bedroom,humidity,increase,mild,template_train
the bedroom is slightly breezy,zone_bedroom,airflow,decrease,mild,template_train
still a bit chilly,UNSPECIFIED,temperature,increase,mild,template_train
it's way too cold again in here,UNSPECIFIED,temperature,increase,strong,template_train
so dry my throat hurts in the my room again,zone_bedroom,humidity,increase,strong,template_train
hallway is slightly stale,zone_common,airflow,increase,mild,template_train
"please fix the lobby, its a little too warm",zone_common,temperature,decrease,mild,template_train
it's humid in here,UNSPECIFIED,humidity,decrease,moderate,template_train
"please fix the study room, it's a touch stuffy and warm",zone_office,temperature,decrease,mild,template_train
"can you do something about the work room, it's so dry my throat hurts",zone_office,humidity,increase,strong,template_train
"can you do something about the kitchen, it's boiling",zone_kitchen,temperature,decrease,strong,template_train
work room is so dry my throat hurts,zone_office,humidity,increase,strong,template_train
we're sitting in the bathroom and it's slightly dry,zone_bathroom,humidity,increase,mild,template_train
den is a bit chilly,zone_living,temperature,increase,mild,template_train
too stuffy in the study again,zone_office,airflow,increase,moderate,template_train
it's been suffocating in the kitchen all day,zone_kitchen,airflow,increase,strong,template_train
the lobby is absolutely freezing,zone_common,temperature,increase,strong,template_train
a touch cold in the bedroom again,zone_bedroom,temperature,increase,mild,template_train
bedrom is dry,zone_bedroom,humidity,increase,moderate,template_train
it is slightly breezy in the my room,zone_bedroom,airflow,decrease,mild,template_train
"please fix the study room, it's like a wind tunnel",zone_office,airflow,decrease,strong,template_train
the bath is completely airless,zone_bathroom,airflow,increase,strong,template_train
"can you do something about the kitchen, its muggy",zone_kitchen,humidity,decrease,moderate,template_train
"please fix the game room, it's windy",zone_living,airflow,decrease,moderate,template_train
"please fix the sitting room, it's dripping with humidity",zone_living,humidity,decrease,strong,template_train
a little clammy in the mud room again,zone_common,humidity,decrease,mild,template_train
"can you do something about the washroom, it's dry",zone_bathroom,humidity,increase,moderate,template_train
study room is windy,zone_office,airflow,decrease,moderate,template_train
we're sitting in the my room and its slightly breezy,zone_bedroom,airflow,decrease,mild,template_train
it is quite hot in the bathroom,zone_bathroom,temperature,decrease,moderate,template_train
it's been boiling in the mud room all day,zone_common,temperature,decrease,strong,template_train
it's been like a wind tunnel in the washroom all day,zone_bathroom,airflow,decrease,strong,template_train
the dining room is unbearably hot,zone_common,temperature,decrease,strong,template_train
we're sitting in the hallway and it's a little too warm,zone_common,temperature,decrease,mild,template_train
"please fix the kitchen, it's a little cold",zone_kitchen,temperature,increase,mild,template_train
it is sticky in the study room,zone_office,humidity,decrease,moderate,template_train
work room is a little cold,zone_office,temperature,increase,mild,template_train
it is way too dry in the washroom,zone_bathroom,humidity,increase,strong,template_train
we're sitting in the mud room and it's slightly dry,zone_common,humidity,increase,mild,template_train
its been quite cold in the bed room all day,zone_bedroom,temperature,increase,moderate,template_train
we're sitting in the living room and it's absolutely freezing,zone_living,temperature,increase,strong,template_train
it's been sticky in the work room all day,zone_office,humidity,decrease,moderate,template_train
it's been sticky in the bed room all day,zone_bedroom,humidity,decrease,moderate,template_train
it's been completely airless in the dining area all day,zone_common,airflow,increase,strong,template_train
slightly stale in the study again,zone_office,airflow,increase,mild,template_train
it is way too hot in the hallway,zone_common,temperature,decrease,strong,template_train
living room is slightly stale,zone_living,airflow,increase,mild,template_train
we're sitting in the kitchen and it's not enough air moving,zone_kitchen,airflow,increase,moderate,template_train
it's been slightly dry in the study room all day,zone_office,humidity,increase,mild,template_train
we're sitting in the washroom and it's windy,zone_bathroom,airflow,decrease,moderate,template_train
"please fix the bedroom, its completely airless",zone_bedroom,airflow,increase,strong,template_train
drafty in the lobby again,zone_common,airflow,decrease,moderate,template_train
now it's absolutely freezing,UNSPECIFIED,temperature,increase,strong,template_train
it's been too drafty in the bath all day,zone_bathroom,airflow,decrease,moderate,template_train
the work room is dry,zone_office,humidity,increase,moderate,template_train
we're sitting in the dining area and it's too drafty,zone_common,airflow,decrease,moderate,template_train
we're sitting in the kitchn and it's a bit chilly,zone_kitchen,temperature,increase,mild,template_train
the drawing hall is unbearably muggy,zone_living,humidity,decrease,strong,template_train
we're sitting in the study room and it's too cold,zone_office,temperature,increase,moderate,template_train
work room is too stuffy,zone_office,airflow,increase,moderate,template_train
way too hot in the my son's room again,zone_bedroom,temperature,decrease,strong,template_train
living room is way too hot,zone_living,temperature,decrease,strong,template_train
really dry in the my son's room again,zone_bedroom,humidity,increase,moderate,template_train
dripping with humidity in the my son's room again,zone_bedroom,humidity,decrease,strong,template_train
"please fix the den, it's too stuffy",zone_living,airflow,increase,moderate,template_train
freezing in the kitchen again,zone_kitchen,temperature,increase,strong,template_train
the dining room is too hot,zone_common,temperature,decrease,moderate,template_train
"please fix the study room, it's drafty",zone_office,airflow,decrease,moderate,template_train
it is a bit humid in the dining area,zone_common,humidity,decrease,mild,template_train
"can you do something about the bathroom, it's like a wind tunnel",zone_bathroom,airflow,decrease,strong,template_train
"can you do something about the my room, it's drafty",zone_bedroom,airflow,decrease,moderate,template_train
